id,status_group,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,water_per_person,unknown_construction_yr,age_at_inspection
6544,functional needs repair,5000.0,2011-03-15,Danida,1271,DANID,35.81058308,-7.50962812,none,0,Rufiji,Ubena,Iringa,11,1,Iringa Rural,Nduli,1.0,True,GeoData Consultants Ltd,VWC,Kihoro,True,1990.0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,5000.0,False,21.0
31583,functional needs repair,500.0,2013-01-21,Isf,981,DWE,29.7392275,-4.75290463,Kwa Juma Kashimba,0,Lake Tanganyika,Kaseke,Kigoma,16,3,Kigoma Rural,Mahembe,50.0,True,GeoData Consultants Ltd,VWC,Mkongoro one,True,2005.0,gravity,gravity,gravity,wug,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,10.0,False,8.0
7916,functional needs repair,1000.0,2013-02-03,Mission,1025,DWE,35.27813186,-10.44091505,Kwa Faustini,0,Lake Nyasa,Kaza Roho,Ruvuma,10,2,Songea Rural,Kilagano,350.0,True,GeoData Consultants Ltd,VWC,Mradi wa maji wa kilagano,True,2009.0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,2.857142857142857,False,4.0
56005,functional needs repair,50.0,2013-02-13,Government Of Tanzania,1507,Government,36.57647892,-5.31170638,Bwagamoyo Chini,0,Internal,Bwagamoyo Chini,Manyara,21,5,Kiteto,Bwagamoyo,182.0,False,GeoData Consultants Ltd,Water Board,KIUWASSA,False,1997.0,submersible,submersible,submersible,water board,user-group,pay per bucket,per bucket,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,0.27472527472527475,False,16.0
38588,functional needs repair,0.0,2011-08-05,,0,,31.80599458,-1.36511542,Kyantale,0,Lake Victoria,Kagondo Kaifo,Kagera,18,6,Urban,Kagondo,,True,GeoData Consultants Ltd,VWC,,False,,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,improved spring,improved spring,,True,
22047,functional needs repair,0.0,2013-03-28,Government Of Tanzania,1597,DWE,36.61812505,-3.28334777,Losinoni,0,Pangani,Losinoni,Arusha,2,2,Arusha Rural,Oltrumet,200.0,True,GeoData Consultants Ltd,VWC,Ekenywa pipe scheme,True,1970.0,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,other,other,0.0,False,43.0
2426,functional needs repair,0.0,2013-01-27,Mdrdp,1905,MDRDP,35.40491509,-3.94542224,Madukani,0,Internal,Genai,Manyara,21,3,Mbulu,Tlawi,130.0,True,GeoData Consultants Ltd,VWC,,True,1992.0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0.0,False,21.0
58816,functional needs repair,0.0,2013-01-31,Lga,329,LGA,39.10487978,-10.8775686,Bondeni,0,Ruvuma / Southern Coast,Raha Loe,Mtwara,90,33,Masasi,Lulindi,45.0,True,GeoData Consultants Ltd,VWC,,True,1998.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.0,False,15.0
27886,functional needs repair,600.0,2013-01-25,Isf,994,DWE,29.73493982,-4.81168075,Tulibona,0,Lake Tanganyika,Samilo,Kigoma,16,3,Kigoma Rural,Mahembe,433.0,True,GeoData Consultants Ltd,WUG,Mkongoro Two,True,2008.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,1.3856812933025404,False,5.0
58828,functional needs repair,0.0,2011-04-02,Government Of Tanzania,0,Gover,36.03700674,-6.86238545,Kwa Alfred,0,Rufiji,Chinoje,Dodoma,1,1,Mpwapwa,Mlunduzi,,True,GeoData Consultants Ltd,VWC,,True,,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,,True,
68205,functional needs repair,0.0,2011-04-15,,0,,33.86076018,-8.67419421,Kwa Mzee Mwanshuri,0,Rufiji,Nengelese,Mbeya,12,7,Mbarali,Utengule Usangu,,True,GeoData Consultants Ltd,WUA,,False,,gravity,gravity,gravity,wua,user-group,never pay,never pay,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,,True,
16750,functional needs repair,600.0,2013-01-27,Isf,815,DWE,29.74894804,-4.89036354,Kwa Mzee Moshi Sido,0,Lake Tanganyika,Matiazo A,Kigoma,16,3,Kigoma Rural,Simbo,154.0,True,GeoData Consultants Ltd,WUG,Mkongoro Two,True,2009.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,3.896103896103896,False,4.0
58362,functional needs repair,0.0,2011-04-13,Government Of Tanzania,0,Government,33.15152618,-8.630133800000001,Sabasi,0,Lake Rukwa,Madizini,Mbeya,12,1,Chunya,Kanga,,True,GeoData Consultants Ltd,VWC,,True,,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,,True,
28758,functional needs repair,100.0,2013-01-19,Norad,1094,RWE,29.71358942,-4.68054629,Kwa Mzee Wiston,0,Lake Tanganyika,Ccm Centre,Kigoma,16,3,Kigoma Rural,Bitale,300.0,True,GeoData Consultants Ltd,VWC,Mkongoro One,True,1980.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,0.3333333333333333,False,33.0
34718,functional needs repair,50.0,2013-01-31,Mission,1158,Mission,34.82246134,-6.25106123,Kanisani,0,Rufiji,Hongera,Singida,13,3,Manyoni,Nkoko,2500.0,True,GeoData Consultants Ltd,Trust,Mradi wa Mission,False,2003.0,windmill,wind-powered,wind-powered,trust,commercial,pay per bucket,per bucket,salty,salty,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,0.02,False,10.0
5469,functional needs repair,0.0,2013-02-04,Wfp,2770,Active MKM,35.75202087,-2.91090655,Shuleni,0,Internal,Sendui,Arusha,2,5,Ngorongoro,Nainokanoka,1.0,True,GeoData Consultants Ltd,Parastatal,,False,2011.0,gravity,gravity,gravity,parastatal,parastatal,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,0.0,False,2.0
8895,functional needs repair,0.0,2012-10-19,World Vision,0,World vision,32.14223956,-3.60811879,Sabela,0,Lake Tanganyika,Lajinga,Shinyanga,17,5,Bukombe,Masumbwe,,Unknown,GeoData Consultants Ltd,VWC,,True,,nira/tanira,nira/tanira,handpump,vwc,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
27920,functional needs repair,0.0,2012-10-14,Wrssp,0,DWE,33.68317406,-3.75250603,Luhende,0,Internal,Mwajiginya,Shinyanga,17,8,Kishapu,Ukenyenge,,False,GeoData Consultants Ltd,WUG,,False,,other,other,other,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,,True,
52576,functional needs repair,0.0,2013-02-15,Dwsp,1346,DWE,34.1207627,-2.91276712,Muungano,0,Lake Victoria,Ilugara,Shinyanga,17,1,Bariadi,Lagangabilili,500.0,False,GeoData Consultants Ltd,WUG,,False,1999.0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0.0,False,14.0
38213,functional needs repair,0.0,2013-02-04,Dwsp,0,DWE,0.0,-2e-08,Magomeni,0,Lake Victoria,Kilugara,Shinyanga,17,1,Bariadi,Zagayu,,True,GeoData Consultants Ltd,WUG,,False,,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
45790,functional needs repair,0.0,2013-02-23,Netherlands,0,DWE,33.49550953,-3.02133461,Mwaodona Group,0,Lake Victoria,Mwaodona,Shinyanga,17,2,Maswa,Nyabubinza,,True,GeoData Consultants Ltd,WUG,,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
50212,functional needs repair,1000.0,2013-01-25,Government Of Tanzania,1174,Distri,30.98611745,-6.22468721,Babu Kijiwe,0,Lake Rukwa,Ifukutwa A,Rukwa,15,1,Mpanda,Mpanda Ndogo,360.0,True,GeoData Consultants Ltd,VWC,,True,1999.0,india mark ii,india mark ii,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,2.7777777777777777,False,14.0
31027,functional needs repair,1200.0,2013-02-13,Mission,889,DWE,35.71101958,-10.79234374,Kwa Eric,0,Ruvuma / Southern Coast,Namahimba,Ruvuma,10,2,Songea Rural,Matimira,,True,GeoData Consultants Ltd,VWC,Mradi wa maji wa matimila,True,2000.0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,,False,13.0
39949,functional needs repair,0.0,2011-07-08,Hesawa,0,DWE,31.37867177,-1.10546302,Dimba,0,Lake Victoria,Dimba,Kagera,18,7,Misenyi,Nsunga,,True,GeoData Consultants Ltd,VWC,,True,,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
52758,functional needs repair,10000.0,2011-07-19,Lga,1182,DWE,31.17767584,-6.35636596,Kwa Pascal Kisanga,0,Lake Rukwa,Igulungu,Rukwa,15,1,Mpanda,Mtapenda,20.0,True,GeoData Consultants Ltd,VWC,,True,1996.0,india mark ii,india mark ii,handpump,vwc,user-group,pay annually,annually,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,500.0,False,15.0
35780,functional needs repair,500.0,2013-01-18,Norad,1035,RWE,29.73186895,-4.72983929,Kwa Rashid Humagi,0,Lake Tanganyika,Nyabigufa,Kigoma,16,3,Kigoma Rural,Bitale,150.0,False,GeoData Consultants Ltd,VWC,Mkongoro One,True,1982.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,3.3333333333333335,False,31.0
20151,functional needs repair,0.0,2013-01-31,Lga,350,LGA,39.10770504,-10.86486826,Msikitini,0,Ruvuma / Southern Coast,Oysterbay,Mtwara,90,33,Masasi,Lulindi,1.0,True,GeoData Consultants Ltd,VWC,,True,1990.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.0,False,23.0
64220,functional needs repair,0.0,2013-01-22,Dwsp,0,DWE,0.0,-2e-08,Njia Panda,0,Lake Victoria,Sawida,Shinyanga,17,1,Bariadi,Kinang'weli,,Unknown,GeoData Consultants Ltd,WUG,,False,,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
47680,functional needs repair,300.0,2013-01-17,Msf,1021,MSF,29.66634316,-4.72388172,Mkapa,0,Lake Tanganyika,Mwigagi,Kigoma,16,3,Kigoma Rural,Mwamgongo,125.0,True,GeoData Consultants Ltd,WUG,Mwongolele water project,True,2003.0,gravity,gravity,gravity,wug,user-group,pay monthly,monthly,soft,good,seasonal,seasonal,spring,spring,groundwater,communal standpipe multiple,communal standpipe,2.4,False,10.0
31770,functional needs repair,0.0,2011-07-08,,0,,33.65566045,-9.313468,Kwa Mzee Mwakalambo,0,Lake Nyasa,Katumba,Mbeya,12,4,Rungwe,Mpuguso,,True,GeoData Consultants Ltd,VWC,K,Unknown,,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,,True,
68866,functional needs repair,0.0,2013-01-03,Government Of Tanzania,884,DWE,37.38899696,-3.3335479,Makarini,0,Pangani,Makomba,Kilimanjaro,3,4,Moshi Rural,Old Moshi Mashariki,45.0,False,GeoData Consultants Ltd,VWC,Kidia kilemapunda,True,1975.0,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,0.0,False,38.0
63481,functional needs repair,0.0,2011-08-05,Hesawa,1200,DWE,33.08665436,-2.07658854,School,0,Lake Victoria,Mwitongo,Mwanza,19,1,Ukerewe,Bukongo,956.0,False,GeoData Consultants Ltd,Unknown,,True,1992.0,other,other,other,unknown,unknown,never pay,never pay,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,0.0,False,19.0
10110,functional needs repair,0.0,2011-04-12,,0,,34.06389345,-8.83405438,Zahanati,0,Rufiji,Ofisini,Mbeya,12,7,Mbarali,Chimala,,True,GeoData Consultants Ltd,VWC,,True,,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,,True,
35768,functional needs repair,0.0,2011-03-25,Water,0,Gover,36.49351908,-7.13830798,Ipera,0,Rufiji,Ipera,Dodoma,1,1,Mpwapwa,Ipera,,True,GeoData Consultants Ltd,VWC,Kinu,True,,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,,True,
51490,functional needs repair,0.0,2011-04-18,,0,,33.72597063,-8.71408986,Kwa Chungu,0,Rufiji,Mashara,Mbeya,12,7,Mbarali,Mahongole,,True,GeoData Consultants Ltd,VWC,,True,,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,,True,
35539,functional needs repair,0.0,2013-04-04,Government Of Tanzania,776,Government,37.35637438,-3.39881349,Kwa Farid,0,Pangani,Harusini,Kilimanjaro,3,4,Moshi Rural,Mabogini,1.0,True,GeoData Consultants Ltd,Water authority,Coffee curing-Kahe pipeline,True,1976.0,gravity,gravity,gravity,water authority,commercial,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe multiple,communal standpipe,0.0,False,37.0
60879,functional needs repair,500.0,2013-01-29,Sema,1486,SEMA,34.75324879,-4.33651682,Shulu,0,Internal,Igaya,Singida,13,1,Iramba,Ilunda,150.0,True,GeoData Consultants Ltd,WUG,,True,1998.0,swn 80,swn 80,handpump,wug,user-group,pay monthly,monthly,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,3.3333333333333335,False,15.0
3062,functional needs repair,8000.0,2013-02-23,Mission,1517,Mission,35.30817229,-9.76744849,Kwa Ephraimu,0,Lake Nyasa,Ganga A,Ruvuma,10,2,Songea Rural,Wino,900.0,True,GeoData Consultants Ltd,VWC,Mradi wa maji wa wino,True,1997.0,submersible,submersible,submersible,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,8.88888888888889,False,16.0
7289,functional needs repair,0.0,2012-10-27,World Vision,0,,32.08042177,-3.3543102,Imalawazo,0,Lake Tanganyika,Mubamba,Shinyanga,17,5,Bukombe,Ilolangulu,,True,GeoData Consultants Ltd,WUG,,True,,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
28202,functional needs repair,0.0,2011-03-25,Water,0,Gover,36.48883133,-7.10760282,Salvatory,0,Rufiji,Town Star,Dodoma,1,1,Mpwapwa,Ipera,,True,GeoData Consultants Ltd,VWC,Kinu,True,,gravity,gravity,gravity,vwc,user-group,never pay,never pay,coloured,colored,insufficient,insufficient,spring,spring,groundwater,communal standpipe multiple,communal standpipe,,True,
37965,functional needs repair,500.0,2013-01-18,Norad,995,RWE,29.73520224,-4.72774392,Kwa Nsabi,0,Lake Tanganyika,Nyamhoza Hill,Kigoma,16,3,Kigoma Rural,Bitale,125.0,True,GeoData Consultants Ltd,VWC,Mkongoro One,True,1982.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,4.0,False,31.0
35750,functional needs repair,0.0,2011-04-10,,0,,34.02428875,-8.85329626,Kwa Mzee Mwangulumbi,0,Rufiji,Relini,Mbeya,12,7,Mbarali,Chimala,,True,GeoData Consultants Ltd,VWC,,True,,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,,True,
63914,functional needs repair,250.0,2013-02-09,Oxfam,1194,OXFAM,29.91422998,-4.55022098,Kwa Bahingai,0,Lake Tanganyika,Mwanga A,Kigoma,16,2,Kasulu,Janda,230.0,True,GeoData Consultants Ltd,Water authority,Mwangwe,True,1999.0,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,1.0869565217391304,False,14.0
49471,functional needs repair,0.0,2013-01-29,Dwsp,0,DWE,0.0,-2e-08,Kahela,0,Lake Victoria,Kasoli B,Shinyanga,17,1,Bariadi,Kasoli,,False,GeoData Consultants Ltd,WUG,,False,,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
18675,functional needs repair,0.0,2011-03-30,,0,,34.80851296,-8.21027234,Kijiweni,0,Rufiji,Lingondimu,Mbeya,12,7,Mbarali,Madibira,,True,GeoData Consultants Ltd,WUA,,True,,gravity,gravity,gravity,wua,user-group,never pay,never pay,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,,True,
4973,functional needs repair,0.0,2011-02-23,,-21,,39.76786068,-7.90391044,Kipandeni,0,Rufiji,Kipandeni B,Pwani,6,6,Mafia,Baleni,85.0,True,GeoData Consultants Ltd,VWC,,False,,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,0.0,True,
60950,functional needs repair,0.0,2013-02-11,Government Of Tanzania,1359,DWE,30.61180804,-3.89601216,Tankini,0,Lake Tanganyika,Nyasato,Kigoma,16,1,Kibondo,Rugongowe,500.0,True,GeoData Consultants Ltd,VWC,Kisogwe /Mkugwa gravity water supply supply,False,2008.0,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.0,False,5.0
34680,functional needs repair,0.0,2013-02-12,Government Of Tanzania,1345,Government,29.99823889,-4.36125626,Buha Secondary,0,Lake Tanganyika,Nyamugali,Kigoma,16,2,Kasulu,Munyegera,200.0,True,GeoData Consultants Ltd,Water authority,,False,2010.0,gravity,gravity,gravity,other,other,never pay,never pay,soft,good,enough,enough,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,0.0,False,3.0
31087,functional needs repair,0.0,2013-02-28,Undp,1468,District council,37.61521146,-3.06876345,Shuleni,0,Pangani,Shinga Chini,Kilimanjaro,3,1,Rombo,Kitirima Kingachi,1.0,True,GeoData Consultants Ltd,Parastatal,,True,2005.0,gravity,gravity,gravity,parastatal,parastatal,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,0.0,False,8.0
58586,functional needs repair,250.0,2013-02-11,Danida,1342,DANIDA,30.06297906,-4.33061878,Kwa Yeremia,0,Lake Tanganyika,Nyampemba Chuni,Kigoma,16,2,Kasulu,Munyegera,780.0,True,GeoData Consultants Ltd,Water authority,Nyanga/Kalege,True,2006.0,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,0.32051282051282054,False,7.0
40373,functional needs repair,0.0,2013-03-15,,1087,,35.84482149,-3.33525215,Rift Valley Secondary School,0,Internal,Migombani Juu,Arusha,2,1,Monduli,Esilalei,1.0,False,GeoData Consultants Ltd,Parastatal,J,Unknown,2000.0,gravity,gravity,gravity,parastatal,parastatal,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.0,False,13.0
7566,functional needs repair,0.0,2011-08-02,Unicef,0,Maswi company,33.39070039999999,-2.60899174,Kwa Sendama,0,Lake Victoria,Isegeng'E,Mwanza,19,2,Magu,Nyigogo,,Unknown,GeoData Consultants Ltd,VWC,,True,,afridev,afridev,handpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,,True,
24772,functional needs repair,5000.0,2013-01-30,Rudep,1146,Distri,32.13057921,-6.79570122,Kwa Kadungu,0,Lake Rukwa,Majengo,Rukwa,15,1,Mpanda,Ilela,170.0,True,GeoData Consultants Ltd,VWC,,True,1988.0,india mark ii,india mark ii,handpump,vwc,user-group,pay annually,annually,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,29.41176470588235,False,25.0
52209,functional needs repair,0.0,2011-07-30,,0,,33.65522485,-9.33427608,Mahakamani,0,Lake Nyasa,Ntuso,Mbeya,12,4,Rungwe,Ilima,,True,GeoData Consultants Ltd,VWC,K,Unknown,,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,,True,
3272,functional needs repair,0.0,2013-03-29,Government Of Tanzania,1508,DWE,36.63932358,-3.31077639,Kwa Mungaya,0,Pangani,Yoanes,Arusha,2,2,Arusha Rural,Kimnyaki,500.0,True,GeoData Consultants Ltd,VWC,Likamba mindeu pipe line,True,1961.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,0.0,False,52.0
5818,functional needs repair,0.0,2013-01-16,Anglican Church,1177,SCHOOL,33.62457372,-2.13799815,Shuleni,0,Lake Victoria,Kagee,Mara,20,4,Bunda,Butimba,807.0,False,GeoData Consultants Ltd,Parastatal,,False,2006.0,gravity,gravity,gravity,parastatal,parastatal,unknown,unknown,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,0.0,False,7.0
72958,functional needs repair,0.0,2013-01-20,Community,1562,Community,29.76989575,-4.64773076,Kikonko,0,Lake Tanganyika,Ruhinga,Kigoma,16,3,Kigoma Rural,Kalinzi,463.0,True,GeoData Consultants Ltd,VWC,,False,2000.0,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,other,other,0.0,False,13.0
44605,functional needs repair,0.0,2012-10-10,Government Of Tanzania,0,DWE,34.26892279999999,-3.22174704,Mwakalinga,0,Internal,Bombani,Shinyanga,17,6,Meatu,Mwandoya,,True,GeoData Consultants Ltd,Water authority,None,True,,ksb,submersible,submersible,water authority,commercial,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,,True,
27470,functional needs repair,0.0,2013-03-23,Kkkt Church,1211,KKKT CHURCH,37.90668795,-4.42464248,Gavao,0,Pangani,Gavao,Kilimanjaro,3,3,Same,Hedaru,130.0,True,GeoData Consultants Ltd,Water authority,Nguruta water supply,True,2002.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.0,False,11.0
7739,functional needs repair,0.0,2011-07-13,Benguka,0,BENGUKA,31.613766,-1.13087361,Dena,0,Lake Victoria,Nguvu Kazi,Kagera,18,30,Ngara,Rusumo,,True,GeoData Consultants Ltd,WUG,Nyakabila spring source,False,,gravity,gravity,gravity,wug,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,,True,
5905,functional needs repair,0.0,2011-03-27,Mwaya Mn,258,Communit,36.90588829,-7.85515308,School,0,Rufiji,Shuleni,Morogoro,5,3,Kilombero,Mang'ula,300.0,True,GeoData Consultants Ltd,WUA,Mwaya Mn,True,2008.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,0.0,False,3.0
52054,functional needs repair,500.0,2011-03-28,Dhv,392,DWE,36.72816071,-8.89863872,Amani,0,Rufiji,Lunku,Morogoro,5,4,Ulanga,Ruaha,180.0,True,GeoData Consultants Ltd,Water Board,RUMWAMCH,True,1996.0,gravity,gravity,gravity,wug,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,2.7777777777777777,False,15.0
34584,functional needs repair,0.0,2013-01-19,Dwsp,0,DWE,0.0,-2e-08,Mwabusheni,0,Lake Victoria,Mwabasabi B,Shinyanga,17,1,Bariadi,Sapiwi,,True,GeoData Consultants Ltd,WUG,,False,,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
42940,functional needs repair,0.0,2011-07-29,Hesawa,1197,DWE,33.03220996,-2.01893891,College,0,Lake Victoria,Kabakara,Mwanza,19,1,Ukerewe,Murutunguru,610.0,False,GeoData Consultants Ltd,Unknown,,True,1999.0,other,other,other,other,other,never pay,never pay,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,other,other,0.0,False,12.0
46509,functional needs repair,0.0,2013-02-12,Lga,300,LGA,38.98741746,-10.50505716,Kanisani,0,Ruvuma / Southern Coast,Mijeleni,Mtwara,90,33,Masasi,Mwena,75.0,True,GeoData Consultants Ltd,VWC,,False,1994.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.0,False,19.0
20733,functional needs repair,300.0,2013-03-10,Government Of Tanzania,1370,Central govt,37.66760783,-3.61413429,Ofisin Mwaniko,0,Pangani,Mwaniko Kati,Kilimanjaro,3,2,Mwanga,Mwaniko,500.0,True,GeoData Consultants Ltd,Water Board,Vulue water supply,False,1972.0,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,other,other,0.6,False,41.0
16804,functional needs repair,0.0,2013-02-20,Dwsp,0,DWE,0.0,-2e-08,Jitegemee,0,Lake Victoria,Ng'Humguluma,Shinyanga,17,1,Bariadi,Bumera,,True,GeoData Consultants Ltd,WUG,,False,,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,,True,
54671,functional needs repair,0.0,2012-10-07,Rural Water Supply And Sanita,0,DWE,31.51042148,-3.32353615,Shule Ya Sekondari Uyovu,0,Lake Tanganyika,Kanembwa,Shinyanga,17,5,Bukombe,Uyovu,,True,GeoData Consultants Ltd,Parastatal,,True,,gravity,gravity,gravity,parastatal,parastatal,unknown,unknown,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,,True,
